973						
						
CARRERA: Licenciatura en Educación y Pedagogía en Educación General Básica						
						
						
ASIGNATURA	SEMESTRE	DETALLE DE BIBLIOGRAFÍA 	TIPO DE BIBLIOGRAFIA	CANTIDAD DE ESTUDIANTES POR ASIGNATURA	COPIAS EN BIBLIOTECA	NRO. BIBLIOTECA 
Didáctica de las Ciencias Sociales II	Séptimo semestre	Araya, F (2010) Metodología de la enseñanza de las ciencias sociales. La Serena, Chile: Editorial Universidad de La Serena.	OBLIGATORIA	35	1	25768
Didáctica de las Ciencias Sociales II	Séptimo semestre	Aranda, A (2016) Didáctica de las Ciencias Sociales en educación infantil. Madrid : Editorial Síntesis.	OBLIGATORIA	35	2	26827
Didáctica de las Ciencias Sociales II	Séptimo semestre	Domínguez, M (2008) Didáctica de las ciencias sociales para primaria. Madrid : Editorial Pearson.	OBLIGATORIA	35	3	22021
Didáctica de las Ciencias Sociales II	Séptimo semestre	Araya, F (2010) Metodología de la enseñanza de la historia. La Serena, Chile: Editorial Universidad de La Serena.	OBLIGATORIA	35	1	25770
Didáctica de las Ciencias Sociales II	Séptimo semestre	García, E (1997) El maestro y los métodos de enseñanza. México. Editorial Trillas	OBLIGATORIA	35	1	12811
Didáctica de las Ciencias Sociales II	Séptimo semestre	Boggino, N. (2006). Cómo Elaborar mapas Conceptuales -Aprendizaje significativo y globalizado. Rosario: Homo Sapiens Ediciones.	COMPLEMENTARIA	35	5	21018
Didáctica de las Ciencias Sociales II	Séptimo semestre	Aurell, Jaume; et. al. (2013).Comprender el Pasado. Una Historia de la Escritura y el Pensamiento Histórico. Madrid Editorial AKAL.	COMPLEMENTARIA	35	0	
Didáctica de las Ciencias Sociales II	Séptimo semestre	Prats, Joaquín. (2001): Enseñar Historia: notas para una didáctica renovada. Recursos Didácticos. Junta de Extremadura, Consejería de Educación, Ciencia y Tecnología. Mérida, España.	COMPLEMENTARIA	35	0	
Didactica ciencia III	Octavo Semestre	Chang de Quimica	OBLIGATORIA	30	62	6995-26597-28897
Práctica VII-A.B.P.	Octavo Semestre	Bloom, Benjamín S.(1974) Taxonomía de los objetivos de la educación : la clasificación de las metas educacionales. El Ateneo. Buenos Aires.	OBLIGATORIA	30	5	1288
Práctica VII-A.B.P.	Octavo Semestre	Cebrián de la Serna, Manuel.(2005) Tecnologías de la información y comunicación para la formación de docentes. Pirámide. Madrid.	OBLIGATORIA	30	1	21351
Práctica VII-A.B.P.	Octavo Semestre	Da Costa Leiva, Miguel. Introducción a la ética profesional / Miguel Da Costa Leiva(1998) Universidad de Concepción. Chile	OBLIGATORIA	30	1	13990
Práctica VII-A.B.P.	Octavo Semestre	Gairin Sallan, Joaquin(1996) La organización escolar: Contexto y texto de actuación. La Muralla. Madrid.	OBLIGATORIA	30	1	11177
Práctica VII-A.B.P.	Octavo Semestre	Garcia Requena, Filomena.(1997) Organización escolar y gestión de centros educativos / Filomena Garcia Requena. Aljibe. Malaga.	OBLIGATORIA	30	1	11663
Práctica VII-A.B.P.	Octavo Semestre	Hurtado Canales, Guillermo.(2001) Elementos de ética profesional. [s.l.] : [s.n.].	OBLIGATORIA	30	17	16485
Práctica VII-A.B.P.	Octavo Semestre	Iglesias Díaz, Juan.(1993) Didáctica de la enseñanza globalizada. Universidad Austral. Facultad de Filosofía y Humanidades. Chile.	OBLIGATORIA	30	1	3318
Práctica VII-A.B.P.	Octavo Semestre	Juidias Barroso, Jeronom.(1993) El rol docente : un enfoque psicosocial. Muñoz Moya y Montraveta editores de Colombia Ltda., Sevilla.	OBLIGATORIA	30	1	2835
Práctica VII-A.B.P.	Octavo Semestre	Marín Díaz, Verónica.(2009) Las TIC y el desarrollo de las competencias básicas : Una propuesta para educación primaria. MAD, S.L. Alcalá de Guadaíra, Sevilla.	OBLIGATORIA	30	1	23970
Políticas Educacionales	Octavo semestre	Contreras, J. (2001). La autonomía del profesorado. Madrid: Moratas.	OBLIGATORIA	30	2	11653
Políticas Educacionales	Octavo semestre	Bohm, W., & Schiefelbein, E. (2008). Repensar la educación. Diez preguntas para mejorar la docencia. Santiago de Chile: Andrés Bello. N° de pedido 370.1 B676	OBLIGATORIA	30	1	24849
Políticas Educacionales	Octavo semestre	Echeita, G. (2006). Educación para la inclusión o educación sin exclusiones. Madrid: Narcea.	COMPLEMENTARIA	30	0	
Políticas Educacionales	Octavo semestre	Hargreaves, A. (2005). Profesorado, cultura y postmodernidad. Cambian los tiempos, cambia el profesorado. Madrid: Morata.	COMPLEMENTARIA	30	0	
Políticas Educacionales	Octavo semestre	Oliva, M. (2008). Políticas educativas y profundización de la desigualdad en Chile. Estudios Pedagógicos, 207-226.	COMPLEMENTARIA	30	0	
Políticas Educacionales	Octavo semestre	Peralta Espinosa, M. (2006). Currículos educacionales en América Latina. Santiago de Chile: Andrés Bello. N° de pedido 375.0098 P426	COMPLEMENTARIA	30	1	8888
Políticas Educacionales	Octavo semestre	Sacristán, J. (2005). La educación que aún es posible. Madrid: Morata.	COMPLEMENTARIA	30	0	
Políticas Educacionales	Octavo semestre	Sacristan, J. (2006). La reforma necesaria: Entre la política educativa y la práctica escolar. Madrid: Morata S. L.	COMPLEMENTARIA	30	0	
Políticas Educacionales	Octavo semestre	Stainback, S., & Stainback, W. (2007). Aulas Inclusivas. Un nuevo modo de enfocar y vivir el currículo. Madrid: Narcea.	COMPLEMENTARIA	30	0	
Lenguaje Artistico	Octavo semestre	Massara Kurtz, Celia. Disfrutar haciendo música. Madrid, España. Narcea 1996.	OBLIGATORIA	30	2	13026
